"Area","MinorAxisLength","ShapeFactor2","ShapeFactor3","Y"
0.354588824661141,0.142526128705948,0.001677063,0.616511438,1
0.299842679967821,0.415411623433255,0.001866524,0.659762015,1
1.19688640130954,0.914145410225308,0.001525159,0.608595753,1
-1.88718905359852,-1.98493814587848,0.002670135,0.695267042,0
0.846920392241959,0.84057479641677,0.001706083,0.642826151,1
0.349600274093292,0.28234145808893,0.001766598,0.638057955,0
0.985704427270587,0.638094728772532,0.0015329,0.603409785,1
1.53700322079444,1.29914858778266,0.001525476,0.619960734,1
0.224119040578929,-0.338585318110018,0.001547326,0.57932761,1
1.90590013970925,1.34941814127942,0.001382919,0.591750843,1
0.0794510741112994,0.352630783557261,0.001996308,0.679932065,0
0.752010019899801,1.11311625286015,0.001893367,0.685172352,1
0.26952764190166,0.185390760369433,0.001772207,0.636081679,0
-1.28869089700962,-1.21931138812125,0.002413521,0.691636385,0
0.230258795123974,0.750038946471556,0.002094955,0.709298935,1
-0.43884653873294,-0.728930300554078,0.001801558,0.611672777,0
1.55491083821749,1.00757574941477,0.001393229,0.584140114,1
-0.316563094044121,-0.169488644980211,0.002041913,0.67107957,0
-0.782800704808497,-1.02395867786872,0.001966571,0.630993138,0
-1.49833793241232,-1.02095551927445,0.002896319,0.765217086,0
-0.241479012420338,-0.145999195502275,0.001991424,0.663628239,0
-0.503313961455915,-0.652034608144306,0.001911293,0.633121006,0
-1.41673036158442,-1.41036475638395,0.002445545,0.689175526,0
-1.12330125895247,-0.714897690879062,0.002578639,0.733981108,0
-0.551408705392103,-0.440641582998782,0.002078954,0.667122275,0
1.19036291210543,1.12313230958933,0.001625915,0.634882663,1
0.946947226704989,1.12748845574164,0.001774216,0.663696008,1
1.74805728328038,0.927836421351008,0.001284343,0.55883652,1
-0.284457294235655,-0.0098656517727284,0.002107795,0.687067103,0
-0.718844928297609,-0.934948370175008,0.001955907,0.632021911,0
0.606574584114041,0.544797069492036,0.00172127,0.637341979,1
0.354333001555097,0.559310907893697,0.001880254,0.665342597,1
-0.855966113136953,-1.36288443245929,0.001822139,0.596051789,0
0.904096856442693,1.65061746431387,0.002011527,0.719836067,1
0.916888011744871,0.516146319785349,0.001513891,0.596032475,1
-1.80481401345249,-1.90472814540321,0.002618001,0.692577444,0
-0.0851710946277272,0.18521305843099,0.00204764,0.683685812,0
1.43825550186163,1.30526434789562,0.001571866,0.629168742,1
0.998111847913699,1.02073729052478,0.001701707,0.647394881,1
-0.08465944841564,0.0765990308747437,0.001965079,0.665206679,1
-0.519174994030615,-0.906882317744863,0.001792079,0.605767027,0
1.05618369298559,1.10791520875948,0.001688671,0.646224407,1
-0.678936523754814,-1.09345733890398,0.001828481,0.606223719,0
-0.623294998190342,-0.0163818080391941,0.00246014,0.74213577,0
1.064497943932,1.06876417450857,0.001674323,0.642862394,1
-1.02225113206526,-0.834607292274646,0.002344494,0.695088537,0
1.01678693465488,0.985404369537035,0.001659966,0.637446508,1
-1.47787208392883,-1.92431776240956,0.002130564,0.624850014,0
0.490686717076311,0.265872707946093,0.001657674,0.617079027,1
2.58357554761862,1.67582162473443,0.00122878,0.564733844,1
-1.49258191252634,-0.99116055783634,0.002924636,0.770642769,0
0.92903960928194,0.600443905187139,0.001547744,0.605312744,1
-1.55999130096881,-1.68912454295379,0.002416484,0.673939992,0
-1.52315277369854,-1.89949659271873,0.002197866,0.635036279,0
-0.0011332042924199,0.51145801864185,0.002158103,0.712232996,0
-0.299295034386181,0.740879831648916,0.002589218,0.787197655,0
1.50233918992554,1.15291625056767,0.001483299,0.607370222,1
0.802918818002468,0.429670973712445,0.001545949,0.600379984,1
-0.602061680388727,-0.226354068609008,0.002294493,0.709633073,0
-1.24289856102783,-0.994983639827328,0.002525623,0.715968809,0
0.459220475032954,0.349249739824226,0.001725967,0.632655842,0
-0.27038702340326,-0.382529246712485,0.001877993,0.636833263,0
-1.37413581442817,-0.94242259832303,0.00277245,0.752422887,0
-1.97365726344124,-2.7946250885678,0.00210025,0.586534722,0
-1.26988789871542,-1.06950704735986,0.002499427,0.709210872,0
-0.716414608790195,-0.869788330856842,0.001994667,0.64047119,0
0.177559235279002,-0.0766455023076279,0.001680543,0.61022569,0
-1.25172445818633,-1.0130534747361,0.002515929,0.713545898,0
0.385927155151476,0.409392720784443,0.001803769,0.648492341,1
0.0276468951374798,-0.198142881722225,0.001694086,0.607288315,0
-0.00407517001192076,-0.327027521671731,0.001700413,0.607465347,0
-0.454835482860662,0.00192431219160303,0.002281947,0.715198709,0
-1.12278961274038,-1.24767222594899,0.002179857,0.656240925,0
-0.453684278883466,-0.248619598440533,0.002123172,0.681686535,0
-1.10066091406761,-1.31905199377809,0.002069759,0.63522035,0
-0.903421299308032,-0.9383361083018,0.002142154,0.661274061,0
-0.698506991367146,-0.437020552687792,0.002250792,0.695197884,0
0.103882180738459,-0.0371592842242569,0.001750805,0.624013713,0
-1.29406318223654,-1.64096246196897,0.00209371,0.628782338,0
-0.893700021278377,-0.533211457542942,0.002413438,0.716580448,0
0.889514939398211,1.03090156410701,0.001756002,0.656946051,1
-0.824883605752662,-0.909165129818086,0.002077902,0.652299448,0
1.2371785405114,1.38530698257641,0.001705604,0.65716189,1
-1.89499165833284,-2.06714669364108,0.002648529,0.690895155,0
0.0341703843415905,-0.0827458087845171,0.001803131,0.633361125,0
1.84833994084945,1.69113211384482,0.00152418,0.629581835,1
-0.240071985337099,-0.562467231680904,0.001746501,0.608097141,0
1.50080425128928,1.65997116284837,0.001688156,0.662024602,1
