"Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Y"
0.354588824661141,0.521626626790319,0.571511488141045,0.142526128705948,1.613561235,0.784801537,0.358803087007314,0.398728792909219,0.716894004,0.987377691,0.867752122,0.785182424,0.007152986,0.001677063,0.616511438,0.994778958,1
0.299842679967821,0.260250290056911,0.241300116382756,0.415411623433255,1.512716031,0.750330749,0.301010193158618,0.346055623952248,0.769227806,0.987952403,0.908337681,0.812257358,0.00695151,0.001866524,0.659762015,0.998032578,1
1.19688640130954,1.406896273315,1.3052146600526,0.914145410225308,1.63313905,0.790611785,1.20432450554644,1.1764566966133,0.673867176,0.98702855,0.843122776,0.780125473,0.006675402,0.001525159,0.608595753,0.993921491,1
-1.88718905359852,-1.95277621160679,-1.93208785252776,-1.98493814587848,1.428290558,0.714007889,-1.88095608794728,-2.05665591403321,0.77958696,0.985713669,0.904149849,0.833826746,0.008954683,0.002670135,0.695267042,0.993043352,0
0.846920392241959,0.749063895703344,0.785643407216936,0.84057479641677,1.552064395,0.764770183,0.836448076211961,0.860403635090469,0.80655636,0.99005755,0.90614227,0.801764398,0.006693192,0.001706083,0.642826151,0.99770758,1
0.349600274093292,0.309479775166432,0.421266623016239,0.28234145808893,1.564769653,0.769147167,0.340592634678622,0.393940737436228,0.798530664,0.989910644,0.907388171,0.7987853,0.007034574,0.001766598,0.638057955,0.998413724,0
0.985704427270587,1.02425450324585,1.17917212320139,0.638094728772532,1.650955728,0.79568567,0.975808621116256,0.986877687048857,0.796826625,0.989925479,0.877522159,0.776794558,0.006825106,0.0015329,0.603409785,0.99620284,1
1.53700322079444,1.35641206369744,1.47722896559347,1.29914858778266,1.609041847,0.78342378,1.51782250084385,1.47490530100075,0.770669567,0.991267859,0.899679962,0.787375853,0.006434238,0.001525476,0.619960734,0.997542765,1
0.224119040578929,0.524738835619081,0.730091695363469,-0.338585318110018,1.721141859,0.81389668,0.222604078965639,0.272731845379158,0.727662801,0.988468206,0.845264475,0.761135737,0.00747401,0.001547326,0.57932761,0.997105,1
1.90590013970925,1.79535652075966,1.97910803496705,1.34941814127942,1.686961373,0.805363109,1.90251830628746,1.78970015951086,0.68668158,0.988791983,0.875329321,0.769253432,0.006402345,0.001382919,0.591750843,0.998260815,1
0.0794510741112994,-0.00492712386261436,-0.0593411388940132,0.352630783557261,1.466038894,0.731249446,0.0717355398814072,0.131098480636376,0.713035528,0.98971769,0.921843167,0.824579932,0.007000301,0.001996308,0.679932065,0.996806852,0
0.752010019899801,0.611819176721105,0.437647281115254,1.11311625286015,1.455701513,0.726700888,0.739578586741281,0.773016091449254,0.823314394,0.99043084,0.916876927,0.827751383,0.006538157,0.001893367,0.685172352,0.997406429,1
0.26952764190166,0.250384711081939,0.368542534053283,0.185390760369433,1.569088435,0.770605289,0.253460678744812,0.316767014556233,0.771903558,0.991310211,0.904898826,0.797547289,0.007100825,0.001772207,0.636081679,0.998068406,0
-1.28869089700962,-1.37730050636101,-1.3208008730712,-1.21931138812125,1.442295486,0.720611374,-1.29695699868409,-1.32870196030085,0.709823041,0.990283226,0.928747928,0.831646791,0.00817929,0.002413521,0.691636385,0.997544036,0
0.230258795123974,0.301348668305514,-0.106506292774488,0.750038946471556,1.405886719,0.702893747,0.226777307624298,0.278697479916941,0.725290912,0.988854303,0.887964063,0.842198869,0.006750507,0.002094955,0.709298935,0.997193952,1
-0.43884653873294,0.257593226392829,-0.0843347149845148,-0.728930300554078,1.623112081,0.787667632,-0.383146383912375,-0.394374546985616,0.779504381,0.975666181,0.777438042,0.78209512,0.00780603,0.001801558,0.611672777,0.992813474,0
